Context,Time,True Alt,Vertical Speed,Groundspeed,Prediction Distance,Horizontal Stop Distance,Predicted True Alt at Stop Distance,predicted_fall,Predicted Terrain hieght,time_to_change_speed(horizontal_stop),Vertical speed at stop point,vertical stop time,Vertical stop distance after fall,local g
!!! Ran Brake Warning- SAFE !!!,2295563.535,9253.3,-9.999706699,460.2039651,5428.96,3626.786442,9453.29,161.4337189,4966.506915,23.59381212,-43.83,2.43,53.2,1.43
!!! Ran Brake Warning- SAFE !!!,2295564.095,9171.2,-10.22248136,460.2165028,5429.24,3626.899483,9428.98,156.20198,4985.966126,23.59437762,-44.05,2.44,53.74,1.43
!!! Ran Brake Warning- SAFE !!!,2295564.655,9084.13,-10.4456004,460.2275529,5429.47,3627.004086,9437.82,151.0256216,4975.976356,23.59479027,-44.28,2.45,54.29,1.43
!!! Ran Brake Warning- SAFE !!!,2295565.215,9007.85,-10.66444098,460.2380923,5429.72,3627.104388,9436.82,145.8249176,4977.558111,23.59545377,-44.5,2.46,54.84,1.43
!!! Ran Brake Warning- SAFE !!!,2295565.775,8933.66,-10.88620468,460.2527606,5430.08,3627.25425,9436.16,140.6921664,4975.105482,23.59621649,-44.73,2.47,55.4,1.43
!!! Ran Brake Warning- SAFE !!!,2295566.335,8879.17,-11.10786154,460.2665377,5430.52,3627.443738,9441.83,135.4844775,4968.750791,23.59698903,-44.95,2.49,55.96,1.43
!!! Ran Brake Warning- SAFE !!!,2295566.895,8831.93,-11.32749243,460.283723,5430.84,3627.576347,9435.39,130.2781139,4976.501121,23.5980067,-45.18,2.5,56.52,1.43
!!! Ran Brake Warning- SAFE !!!,2295567.455,8788.17,-11.55117833,460.3042139,5431.29,3627.76814,9435.59,125.28557,4971.810044,23.59911633,-45.4,2.51,57.06,1.43
!!! Ran Brake Warning- SAFE !!!,2295567.995,8745.06,-11.77578423,460.3223621,5431.72,3627.950818,9466.52,120.0982435,4939.685678,23.59967486,-45.62,2.52,57.63,1.43
!!! Ran Brake Warning- SAFE !!!,2295568.555,8727.07,-11.98631945,460.3339134,5431.99,3628.063753,9519.82,114.8800645,4895.098517,23.60045116,-45.84,2.54,58.2,1.43
!!! Ran Brake Warning- SAFE !!!,2295569.115,8679.31,-12.21092595,460.348472,5432.35,3628.211704,9527.64,109.6582125,4888.72899,23.60118186,-46.07,2.55,58.77,1.43
!!! Ran Brake Warning- SAFE !!!,2295569.675,8609.58,-12.42871898,460.3596443,5432.63,3628.337965,9530.13,104.5059785,4886.298788,23.60195368,-46.29,2.56,59.35,1.43
!!! Ran Brake Warning- SAFE !!!,2295570.235,8574.37,-12.65105906,460.3772356,5432.87,3628.451265,9513.41,99.42961251,4900.015765,23.60257206,-46.52,2.57,59.91,1.43
!!! Ran Brake Warning- SAFE !!!,2295570.795,8555.19,-12.87023935,460.387392,5433.18,3628.570153,9498.61,94.24721539,4909.167341,23.60308968,-46.74,2.59,60.5,1.43
!!! Ran Brake Warning- SAFE !!!,2295571.355,8538.4,-13.09431731,460.3949995,5433.52,3628.711693,9605.34,89.01038095,4798.822588,23.60414047,-46.97,2.6,61.09,1.43
!!! Ran Brake Warning- SAFE !!!,2295571.915,8510,-13.31575778,460.4184819,5433.95,3628.894246,9703.45,83.76484526,4723.200465,23.60486606,-47.19,2.61,61.66,1.43
!!! Ran Brake Warning- SAFE !!!,2295572.475,8457.59,-13.53586882,460.4380935,5434.43,3629.096376,9737.07,78.73364371,4691.078178,23.60587099,-47.42,2.62,62.27,1.43
!!! Ran Brake Warning- SAFE !!!,2295573.015,8412.37,-13.7620272,460.4623838,5435.02,3629.355459,9779.8,73.70822326,4652.144146,23.60701308,-47.64,2.64,62.84,1.43
!!! Ran Brake Warning- SAFE !!!,2295573.575,8359.32,-13.97509098,460.4684728,5435.17,3629.536822,9792.28,68.37353361,4643.910849,23.6080334,-47.86,2.65,63.44,1.43
!!! Ran Brake Warning- SAFE !!!,2295574.135,8308.27,-14.19565684,460.4950489,5435.74,3629.688556,9760.35,63.22714359,4669.324135,23.60845016,-48.09,2.66,64.03,1.43
!!! Ran Brake Warning- SAFE !!!,2295574.695,8277.19,-14.41271807,460.5099985,5436.17,3629.844084,9755.52,58.16703416,4667.364632,23.60950695,-48.31,2.67,64.62,1.43
!!! Ran Brake Warning- SAFE !!!,2295575.255,8239.67,-14.6330179,460.5284297,5436.57,3630.013778,9726.26,53.00142845,4693.049467,23.61045427,-48.53,2.69,65.23,1.43
!!! Ran Brake Warning- SAFE !!!,2295575.815,8216.27,-14.85520702,460.5466911,5437.01,3630.190481,9684.74,47.79215793,4727.668173,23.61138338,-48.76,2.7,65.83,1.43
!!! Ran Brake Warning- SAFE !!!,2295576.375,8199.86,-15.076711,460.5663475,5437.52,3630.406835,9600.36,42.61383927,4799.625164,23.61248972,-48.98,2.71,66.45,1.43
!!! Ran Brake Warning- SAFE !!!,2295576.935,8188.37,-15.29884307,460.5876561,5437.99,3630.607611,9501.8,37.41151895,4871.596081,23.61347988,-49.21,2.72,67.07,1.43
!!! Ran Brake Warning- SAFE !!!,2295577.495,8175.81,-15.52309695,460.6109097,5438.53,3630.835833,9517.36,32.14826371,4859.949819,23.61456632,-49.44,2.74,67.69,1.43
!!! Ran Brake Warning- SAFE !!!,2295578.055,8162.37,-15.74467974,460.6296155,5439.02,3631.040292,9518.12,27.2454948,4854.840478,23.61563914,-49.66,2.75,68.28,1.43
!!! Ran Brake Warning- SAFE !!!,2295578.595,8160.44,-15.96623586,460.656401,5439.6,3631.299019,9528.07,21.94675274,4842.905537,23.61704096,-49.88,2.76,68.91,1.43
!!! Ran Brake Warning- SAFE !!!,2295579.155,8168.62,-16.18646796,460.6787264,5440.13,3631.519612,9536.27,16.79916566,4829.867057,23.61784689,-50.11,2.77,69.53,1.43
!!! Ran Brake Warning- SAFE !!!,2295579.715,8162.12,-16.3999639,460.6885084,5440.35,3631.666495,9578.96,11.68653029,4786.709763,23.61858158,-50.33,2.79,70.15,1.43
!!! Ran Brake Warning- SAFE !!!,2295580.275,8180.49,-16.61818353,460.7058496,5440.81,3631.806962,9597.32,6.542348347,4769.756168,23.61957925,-50.55,2.8,70.78,1.43
!!! Ran Brake Warning- SAFE !!!,2295580.835,8223.51,-16.83967963,460.7290441,5441.32,3632.015131,9614.62,1.429709029,4749.963381,23.62064032,-50.78,2.81,71.41,1.43
!!! Ran Brake Warning- SAFE !!!,2295581.395,8245.32,-17.06066201,460.7522573,5441.87,3632.249505,9615.29,3.77784874,4738.63296,23.62170158,-51.01,2.82,72.05,1.43
!!! Ran Brake Warning- SAFE !!!,2295581.955,8235.1,-17.28474367,460.7707618,5442.38,3632.462993,9625.1,8.997280672,4713.707092,23.62312313,-51.23,2.83,72.69,1.43
!!! Ran Brake Warning- SAFE !!!,2295582.515,8220.91,-17.50529032,460.7928641,5442.97,3632.71579,9609.77,14.08872888,4716.260236,23.62400501,-51.46,2.85,73.33,1.43
!!! Ran Brake Warning- SAFE !!!,2295583.075,8195.04,-17.72358166,460.8089369,5443.21,3632.81782,9599.37,19.05590859,4708.029128,23.62496382,-51.68,2.86,73.98,1.43
!!! Ran Brake Warning- SAFE !!!,2295583.615,8198.43,-17.94598916,460.8319975,5443.75,3633.074727,9598.83,24.27656356,4691.119885,23.62605125,-51.91,2.87,74.62,1.43
!!! Ran Brake Warning- SAFE !!!,2295584.175,8325.91,-18.16788117,460.8641483,5444.51,3633.316961,9612.16,29.46186124,4667.00083,23.62811248,-52.13,2.89,75.25,1.44
!!! Ran Brake Warning- SAFE !!!,2295584.735,8369.86,-18.38272204,460.8810472,5444.88,3633.64789,9585.52,34.66857876,4675.767305,23.62785557,-52.36,2.9,75.91,1.44
!!! Ran Brake Warning- SAFE !!!,2295585.295,8409.81,-18.61074699,460.9087988,5445.3,3633.703193,9560.97,39.80696705,4679.820239,23.62982806,-52.59,2.91,76.59,1.44
!!! Ran Brake Warning- SAFE !!!,2295585.855,8420,-18.82699529,460.9278302,5446.04,3634.04615,9544.65,44.94239389,4679.965943,23.63102227,-52.81,2.92,77.24,1.44
!!! Ran Brake Warning- SAFE !!!,2295586.415,8397.59,-19.04364364,460.943574,5446.39,3634.163581,9535.51,50.15585734,4672.604343,23.63213197,-53.04,2.94,77.9,1.44
!!! Ran Brake Warning- SAFE !!!,2295586.975,8381.86,-19.26987436,460.9746066,5447.17,3634.490206,9503.38,55.4410696,4685.544961,23.63326208,-53.26,2.95,78.56,1.44
!!! Ran Brake Warning- SAFE !!!,2295587.535,8361.71,-19.49103303,460.9941058,5447.61,3634.67745,9473.6,60.58799776,4695.183136,23.63434984,-53.49,2.96,79.24,1.44
!!! Ran Brake Warning- SAFE !!!,2295588.095,8321.73,-19.71064503,461.0184234,5448.18,3634.920558,9461.96,65.71510146,4687.091243,23.63568218,-53.71,2.97,79.91,1.44
!!! Ran Brake Warning- SAFE !!!,2295588.655,8275.17,-19.93302752,461.0479063,5448.88,3635.214893,9429.67,70.72113241,4702.269681,23.63717748,-53.94,2.99,80.57,1.44
!!! Ran Brake Warning- SAFE !!!,2295589.195,8196.19,-20.15480901,461.0729002,5449.44,3635.453585,9387.54,75.87696549,4720.633065,23.63827055,-54.16,3,81.25,1.44
!!! Ran Brake Warning- SAFE !!!,2295589.755,8111.33,-20.37660161,461.091366,5449.88,3635.647118,9372.13,81.05087864,4717.614065,23.63936464,-54.39,3.01,81.92,1.44
!!! Ran Brake Warning- SAFE !!!,2295590.315,8117.02,-20.58652129,461.1129371,5450.41,3635.868749,9335.78,86.18137911,4734.404981,23.64043445,-54.61,3.02,82.61,1.44
!!! Ran Brake Warning- SAFE !!!,2295590.875,8107.45,-20.80959483,461.1358106,5450.95,3636.105336,9327.55,91.37004545,4719.950704,23.6414915,-54.84,3.04,83.3,1.44
!!! Ran Brake Warning- SAFE !!!,2295591.435,8102.49,-21.03039813,461.1639715,5451.6,3636.364787,9346.48,96.55855753,4686.621589,23.64296858,-55.07,3.05,83.99,1.44
!!! Ran Brake Warning- SAFE !!!,2295591.995,8107.63,-21.25381105,461.1930243,5452.3,3636.660885,9347.58,101.7453252,4670.446127,23.64438781,-55.3,3.06,84.69,1.44
!!! Ran Brake Warning- SAFE !!!,2295592.555,8136.62,-21.4733165,461.2132217,5452.75,3636.85134,9338.59,106.8902102,4660.327515,23.64577605,-55.52,3.07,85.38,1.44
!!! Ran Brake Warning- SAFE !!!,2295593.115,8137.66,-21.69346858,461.2421487,5453.47,3637.156668,9345.87,112.0104042,4636.608703,23.64716983,-55.75,3.09,86.08,1.44
!!! Ran Brake Warning- SAFE !!!,2295593.675,8140.51,-21.91425884,461.2725119,5454.11,3637.426982,9332.26,117.2462337,4632.640123,23.64871936,-55.98,3.1,86.78,1.44
!!! Ran Brake Warning- SAFE !!!,2295594.215,8143.2,-22.13905157,461.3032787,5454.89,3637.711242,9316.95,122.269739,4628.205633,23.64991271,-56.2,3.11,87.46,1.44
!!! Ran Brake Warning- SAFE !!!,2295594.775,8147.98,-22.35971909,461.3258859,5455.43,3638.045329,9407.88,127.3942498,4518.742616,23.65127723,-56.42,3.12,88.18,1.44
!!! Ran Brake Warning- SAFE !!!,2295595.335,8126.76,-22.57133109,461.3538314,5455.96,3638.216159,9502.74,132.6256591,4421.703753,23.65255605,-56.65,3.14,88.9,1.44
!!! Ran Brake Warning- SAFE !!!,2295595.895,8132.11,-22.79819159,461.3812006,5456.75,3638.554189,9552.2,137.9004032,4366.073648,23.6539969,-56.88,3.15,89.61,1.44
!!! Ran Brake Warning- SAFE !!!,2295596.455,8137.94,-23.02043619,461.409158,5457.49,3638.854346,9570.71,143.0932658,4335.526284,23.65581498,-57.11,3.16,90.34,1.44
!!! Ran Brake Warning- SAFE !!!,2295597.015,8142.8,-23.24248828,461.4364484,5458.04,3639.090782,9567.68,148.2080797,4320.742973,23.6570907,-57.34,3.17,91.07,1.44
!!! Ran Brake Warning- SAFE !!!,2295597.575,8123.12,-23.46639671,461.4738122,5458.9,3639.45294,9548.57,153.5462272,4318.888521,23.65889144,-57.57,3.19,91.82,1.44
!!! Ran Brake Warning- SAFE !!!,2295598.135,8106.33,-23.68914682,461.5014331,5459.61,3639.753424,9537.62,158.7232122,4310.324451,23.66042033,-57.8,3.2,92.53,1.44
!!! Ran Brake Warning- SAFE !!!,2295598.695,8099.43,-23.9105432,461.5292632,5460.21,3640.006857,9513.68,163.8761432,4316.979635,23.66220174,-58.02,3.21,93.27,1.44
!!! Ran Brake Warning- SAFE !!!,2295599.255,8085.71,-24.13017799,461.5561959,5460.84,3640.271456,9426.03,168.7231713,4381.547826,23.66339768,-58.25,3.22,93.98,1.44
!!! Ran Brake Warning- SAFE !!!,2295599.795,8057.86,-24.35237876,461.5964485,5461.83,3640.683286,9381.46,173.9482389,4385.501636,23.66526623,-58.47,3.24,94.7,1.44
!!! Ran Brake Warning- SAFE !!!,2295600.355,8040.58,-24.57489114,461.6220133,5462.43,3640.943733,9409.95,179.1240025,4345.719462,23.66648644,-58.7,3.25,95.44,1.44
!!! Ran Brake Warning- SAFE !!!,2295600.915,8036.74,-24.78463934,461.6476518,5463.07,3641.232954,9413.28,184.2659144,4321.38745,23.66799603,-58.93,3.26,96.18,1.44
!!! Ran Brake Warning- SAFE !!!,2295601.475,8006.3,-25.00689493,461.6822957,5463.89,3641.573607,9433.9,189.4343382,4287.654633,23.66972877,-59.15,3.27,96.93,1.44
!!! Ran Brake Warning- SAFE !!!,2295602.035,7982.63,-25.22895792,461.7175074,5464.72,3641.92344,9440.48,194.6396581,4261.072795,23.67158016,-59.39,3.29,97.68,1.44
!!! Ran Brake Warning- SAFE !!!,2295602.595,7954.03,-25.45045674,461.751778,5465.5,3642.242178,9440.96,199.803847,4242.735263,23.6731669,-59.61,3.3,98.44,1.44
!!! Ran Brake Warning- SAFE !!!,2295603.155,7920.49,-25.67216712,461.7844537,5466.37,3642.608432,9410.99,205.0027847,4250.80891,23.67504609,-59.84,3.31,99.2,1.44
!!! Ran Brake Warning- SAFE !!!,2295603.715,7932.74,-25.89310656,461.8140003,5467.02,3642.883145,9377.03,210.1545775,4263.818854,23.67651126,-60.07,3.33,99.95,1.44
!!! Ran Brake Warning- SAFE !!!,2295604.275,7941.59,-26.11323199,461.8431867,5467.67,3643.157205,9306.92,215.3050209,4307.241266,23.67813045,-60.3,3.34,100.72,1.44
!!! Ran Brake Warning- SAFE !!!,2295604.835,7949.07,-26.33431151,461.8786357,5468.51,3643.512484,9301.03,220.273694,4291.317995,23.67973823,-60.52,3.35,101.45,1.44
!!! Ran Brake Warning- SAFE !!!,2295605.375,7948.2,-26.55286506,461.9054984,5469.14,3643.840992,9360.58,225.4227099,4208.031003,23.68128758,-60.75,3.36,102.22,1.44
!!! Ran Brake Warning- SAFE !!!,2295605.935,7940.79,-26.76572104,461.9424889,5470.02,3644.161693,9424.45,230.5645328,4131.717099,23.68283096,-60.97,3.38,102.99,1.44
!!! Ran Brake Warning- SAFE !!!,2295606.495,7948.72,-26.98886739,461.9757924,5470.67,3644.455366,9489.82,235.7523062,4057.097185,23.68450345,-61.2,3.39,103.75,1.44
!!! Ran Brake Warning- SAFE !!!,2295607.055,7932.83,-27.20827599,462.0047734,5471.57,3644.798425,9533.18,240.9058307,4001.498309,23.68628173,-61.43,3.4,104.54,1.44
!!! Ran Brake Warning- SAFE !!!,2295607.615,8004.61,-27.43137235,462.0431882,5472.4,3645.155483,9563.59,246.0908183,3953.87743,23.68812254,-61.66,3.41,105.31,1.44
!!! Ran Brake Warning- SAFE !!!,2295608.175,8098.71,-27.65089644,462.0730604,5473.11,3645.453191,9609.24,251.2763001,3893.798983,23.69001217,-61.89,3.43,106.11,1.44
!!! Ran Brake Warning- SAFE !!!,2295608.735,8114.76,-27.87447809,462.1114429,5474.02,3645.840902,9651.08,256.4728175,3834.090142,23.69180863,-62.12,3.44,106.88,1.44
!!! Ran Brake Warning- SAFE !!!,2295609.295,8136.68,-28.0929803,462.1439099,5474.98,3646.245871,9683.6,261.5459429,3788.662955,23.69379374,-62.35,3.45,107.68,1.44
!!! Ran Brake Warning- SAFE !!!,2295609.855,8124.11,-28.31750464,462.1851629,5475.8,3646.590047,9703.56,266.6371166,3750.037984,23.6956082,-62.57,3.46,108.45,1.44
!!! Ran Brake Warning- SAFE !!!,2295610.395,8112.33,-28.5411777,462.2200152,5476.59,3646.960472,9703.59,271.8326128,3732.389415,23.69764047,-62.8,3.48,109.25,1.44
!!! Ran Brake Warning- SAFE !!!,2295610.955,8098.61,-28.76482962,462.2652175,5477.66,3647.3936,9681.99,277.0239283,3729.173943,23.69946266,-63.03,3.49,110.06,1.44
!!! Ran Brake Warning- SAFE !!!,2295611.515,8045.12,-28.97534162,462.2959493,5478.4,3647.73349,9681.36,282.1665623,3707.7683,23.70139798,-63.26,3.5,110.86,1.44
!!! Ran Brake Warning- SAFE !!!,2295612.075,7991.09,-29.19941733,462.3383221,5479.44,3648.040211,9646.67,287.3441682,3719.912249,23.70297261,-63.48,3.52,111.67,1.44
!!! Ran Brake Warning- SAFE !!!,2295612.635,8014.52,-29.41662232,462.3693859,5480.12,3648.476999,9601.31,292.5719699,3737.470612,23.70487269,-63.72,3.53,112.47,1.44
!!! Ran Brake Warning- SAFE !!!,2295613.195,8022.94,-29.63689342,462.4066393,5481.01,3648.787983,9542.57,297.6953934,3766.719299,23.7071503,-63.95,3.54,113.28,1.44
!!! Ran Brake Warning- SAFE !!!,2295613.755,8044.22,-29.85882602,462.444144,5481.93,3649.178501,9485.78,302.841782,3798.893385,23.70888278,-64.17,3.55,114.1,1.44
!!! Ran Brake Warning- SAFE !!!,2295614.315,8057.59,-30.08019604,462.4799701,5482.82,3649.550417,9382.54,308.0265273,3869.345914,23.71088197,-64.4,3.57,114.91,1.44
!!! Ran Brake Warning- SAFE !!!,2295614.875,8068.56,-30.30227382,462.5196423,5483.72,3649.931048,9284.61,313.2186894,3930.019397,23.71273054,-64.63,3.58,115.74,1.45
!!! Ran Brake Warning- SAFE !!!,2295615.435,8061.28,-30.52358146,462.5565952,5484.62,3650.312223,9203.66,318.2224573,3980.494394,23.71468457,-64.86,3.59,116.54,1.45
!!! Ran Brake Warning- SAFE !!!,2295615.975,8034.2,-30.74466134,462.5959532,5485.5,3650.700818,9011.72,323.3607633,4135.831292,23.71665594,-65.08,3.6,117.36,1.45
!!! Ran Brake Warning- SAFE !!!,2295616.535,7990.7,-30.95785599,462.633721,5486.4,3651.079434,8998.23,328.5224212,4100.28596,23.71861765,-65.31,3.62,118.19,1.45
!!! Ran Brake Warning- SAFE !!!,2295617.095,7936.58,-31.17786973,462.6704109,5487.32,3651.452024,9033.71,333.6676375,4049.648153,23.72040503,-65.54,3.63,119.02,1.45
!!! Ran Brake Warning- SAFE !!!,2295617.655,7977.16,-31.39853544,462.7087144,5488.22,3651.841,9037.75,338.8453771,4024.65165,23.72233177,-65.77,3.64,119.86,1.45
!!! Ran Brake Warning- SAFE !!!,2295618.215,8045.26,-31.6165045,462.7412045,5488.98,3652.23973,9034.57,343.9724228,4004.432818,23.72452877,-66,3.65,120.69,1.45
!!! Ran Brake Warning- SAFE !!!,2295618.775,8098.69,-31.839311,462.7874994,5490.08,3652.614644,9019.48,349.1313355,3997.003188,23.72654024,-66.23,3.67,121.53,1.45
!!! Ran Brake Warning- SAFE !!!,2295619.335,8160.78,-32.0603334,462.8303182,5491.1,3653.044662,8992.32,354.3335561,4000.840945,23.72867784,-66.46,3.68,122.39,1.45
!!! Ran Brake Warning- SAFE !!!,2295619.895,8187.82,-32.28176414,462.8727099,5492.11,3653.469148,8953.79,359.47936,4008.906343,23.73091194,-66.69,3.69,123.23,1.45
!!! Ran Brake Warning- SAFE !!!,2295620.455,8223.26,-32.5038954,462.9156156,5493.13,3653.898761,8905.37,364.5310169,4028.405598,23.73297828,-66.92,3.71,124.09,1.45
!!! Ran Brake Warning- SAFE !!!,2295620.995,8261.98,-32.72495567,462.9549675,5494.02,3654.302251,8870.58,369.6339323,4034.015998,23.73515164,-67.14,3.72,124.92,1.45
!!! Ran Brake Warning- SAFE !!!,2295621.555,8298.12,-32.94764643,462.9977157,5495.04,3654.688611,8841.93,374.8670598,4035.576943,23.73725764,-67.37,3.73,125.78,1.45
!!! Ran Brake Warning- SAFE !!!,2295622.115,8315.65,-33.15936905,463.0356889,5496.06,3655.121387,8811.38,380.1100002,4037.874588,23.73954816,-67.61,3.74,126.65,1.45
!!! Ran Brake Warning- SAFE !!!,2295622.675,8330.52,-33.38125202,463.0796345,5496.91,3655.535893,8792.22,385.2642531,4030.80626,23.74123418,-67.83,3.76,127.52,1.45
!!! Ran Brake Warning- SAFE !!!,2295623.235,8331.76,-33.6043634,463.1268427,5497.84,3655.898501,8745.96,390.4820733,4048.606069,23.74318293,-68.07,3.77,128.39,1.45
!!! Ran Brake Warning- SAFE !!!,2295623.795,8326.3,-33.8235128,463.157388,5499.07,3656.399632,8697.03,395.6406862,4067.834757,23.74623943,-68.3,3.78,129.26,1.45
!!! Ran Brake Warning- SAFE !!!,2295624.355,8311.96,-34.04791776,463.2135157,5500.16,3656.858393,8650.36,400.8385886,4084.845403,23.74820406,-68.53,3.8,130.14,1.45
!!! Ran Brake Warning- SAFE !!!,2295624.915,8267.93,-34.27291878,463.255338,5501.16,3657.282931,8595.02,406.1115252,4108.15787,23.75054701,-68.76,3.81,131.02,1.45
!!! Ran Brake Warning- SAFE !!!,2295625.475,8222.33,-34.49395004,463.2985559,5502.3,3657.762925,8548.64,411.2261982,4122.942634,23.75285026,-68.99,3.82,131.91,1.45
!!! Ran Brake Warning- SAFE !!!,2295626.035,8181.28,-34.71420902,463.3464954,5503.36,3658.207066,8543.79,416.3086703,4098.864493,23.75514693,-69.22,3.83,132.77,1.45
!!! Ran Brake Warning- SAFE !!!,2295626.575,8134.77,-34.93548017,463.3924177,5504.41,3658.664314,8516.16,421.4430377,4103.739121,23.75765389,-69.45,3.85,133.66,1.45
!!! Ran Brake Warning- SAFE !!!,2295627.135,8053.51,-35.15713781,463.4406676,5505.56,3659.155467,8468.34,426.6336787,4119.941056,23.76010467,-69.68,3.86,134.55,1.45
!!! Ran Brake Warning- SAFE !!!,2295627.695,7979.38,-35.36996649,463.4856879,5506.64,3659.582829,8423.74,431.7973867,4134.551731,23.7621724,-69.91,3.87,135.44,1.45
!!! Ran Brake Warning- SAFE !!!,2295628.255,7886.14,-35.58975639,463.5291076,5507.69,3660.051318,8405.58,436.9535053,4122.287493,23.76462876,-70.14,3.89,136.34,1.45
!!! Ran Brake Warning- SAFE !!!,2295628.815,7724.64,-35.8103873,463.5750105,5508.85,3660.537774,8375.46,442.1250109,4125.68769,23.76701985,-70.37,3.9,137.24,1.45
!!! Ran Brake Warning- SAFE !!!,2295629.375,7753.12,-36.03081126,463.619768,5509.84,3660.935089,8330.93,447.2842316,4136.719726,23.76915759,-70.6,3.91,138.14,1.45
!!! Ran Brake Warning- SAFE !!!,2295629.935,7762.93,-36.25083783,463.6649411,5510.92,3661.39065,8304.32,452.4530744,4135.403554,23.77169572,-70.83,3.92,139.04,1.45
!!! Ran Brake Warning- SAFE !!!,2295630.495,7781.29,-36.47190238,463.7094933,5512,3661.841378,8279.64,457.6235986,4131.385858,23.77411873,-71.06,3.94,139.95,1.45
!!! Ran Brake Warning- SAFE !!!,2295631.055,7775.03,-36.69261548,463.7599541,5513.2,3662.34945,8252.46,462.5820574,4131.254267,23.77614219,-71.29,3.95,140.86,1.45
!!! Ran Brake Warning- SAFE !!!,2295631.595,7759.19,-36.91324002,463.8054278,5514.23,3662.726558,8226.19,467.7827069,4126.764632,23.77845349,-71.52,3.96,141.75,1.45
!!! Ran Brake Warning- SAFE !!!,2295632.155,7740.05,-37.13429229,463.8496828,5515.28,3663.241567,8205.89,472.9532997,4114.490934,23.78110279,-71.75,3.97,142.67,1.45
!!! Ran Brake Warning- SAFE !!!,2295632.715,7711.93,-37.3476097,463.8910478,5516.41,3663.713456,8218.56,478.1611644,4079.426446,23.78337473,-71.98,3.99,143.58,1.45
!!! Ran Brake Warning- SAFE !!!,2295633.275,7668.38,-37.57075449,463.9488374,5517.49,3664.239263,8202.83,483.3872193,4068.876557,23.78588734,-72.21,4,144.52,1.45
!!! Ran Brake Warning- SAFE !!!,2295633.835,7634.44,-37.79028256,463.9934575,5518.73,3664.707812,8193.07,488.5704379,4050.514154,23.78864211,-72.44,4.01,145.45,1.45
!!! Ran Brake Warning- SAFE !!!,2295634.395,7619.44,-38.0104843,464.0406138,5519.93,3665.177247,8172.93,493.7426799,4041.248666,23.79082007,-72.67,4.03,146.38,1.45
!!! Ran Brake Warning- SAFE !!!,2295634.955,7592.39,-38.22959588,464.0886284,5521,3665.625514,8180.45,498.921448,4007.366156,23.7935447,-72.9,4.04,147.33,1.45
!!! Ran Brake Warning- SAFE !!!,2295635.515,7559.96,-38.45429163,464.1404619,5522.21,3666.135588,8183.31,504.0991339,3976.036755,23.79590855,-73.13,4.05,148.26,1.45
!!! Ran Brake Warning- SAFE !!!,2295636.075,7521.72,-38.67367995,464.1910305,5523.47,3666.665421,8189.83,509.1684519,3946.644584,23.79859353,-73.37,4.06,149.2,1.46
!!! Ran Brake Warning- SAFE !!!,2295636.635,7479.67,-38.89387401,464.2371874,5524.51,3667.104019,8163.89,514.1667682,3942.382116,23.80099522,-73.6,4.08,150.11,1.46
!!! Ran Brake Warning- SAFE !!!,2295637.175,7438.48,-39.1131128,464.2835887,5525.6,3667.71723,8147.39,519.3850454,3932.050814,23.80340731,-73.82,4.09,151.06,1.46
!!! Ran Brake Warning- SAFE !!!,2295637.735,7382.22,-39.33174157,464.3338024,5526.8,3668.189119,8107.15,524.5846002,3937.633387,23.80634427,-74.05,4.1,152.01,1.46
!!! Ran Brake Warning- SAFE !!!,2295638.295,7362.61,-39.54824039,464.3903621,5528.14,3668.644982,8071.56,529.7680678,3943.421585,23.80887039,-74.29,4.12,152.97,1.46
!!! Ran Brake Warning- SAFE !!!,2295638.855,7362.11,-39.77120738,464.443537,5529.16,3669.188913,8039.4,534.9667715,3942.338754,23.81139775,-74.52,4.13,153.93,1.46
!!! Ran Brake Warning- SAFE !!!,2295639.415,7323.6,-39.9904576,464.4915458,5530.59,3669.674874,8005.58,540.1527813,3946.608212,23.81401038,-74.75,4.14,154.89,1.46
!!! Ran Brake Warning- SAFE !!!,2295639.975,7277.22,-40.21063711,464.541902,5531.79,3670.158713,7954.33,545.3296261,3963.032175,23.81650574,-74.98,4.15,155.85,1.46
!!! Ran Brake Warning- SAFE !!!,2295640.535,7246.86,-40.43141551,464.58994,5532.97,3670.65485,7889.63,550.5104087,3995.310328,23.8190383,-75.21,4.17,156.82,1.46
!!! Ran Brake Warning- SAFE !!!,2295641.095,7242.14,-40.65174558,464.6388253,5534.13,3671.141919,7837.91,555.68874,4008.097389,23.82149443,-75.44,4.18,157.79,1.46
!!! Ran Brake Warning- SAFE !!!,2295641.655,7210.54,-40.87232561,464.6935416,5535.36,3671.657484,7814.53,560.6735326,3999.492118,23.82447869,-75.68,4.19,158.76,1.46
!!! Ran Brake Warning- SAFE !!!,2295642.195,7177.23,-41.09349534,464.7530081,5536.78,3672.293196,7765.01,565.8946652,4019.470611,23.8274303,-75.91,4.21,159.71,1.46
!!! Ran Brake Warning- SAFE !!!,2295642.755,7153.15,-41.31495971,464.8118913,5538.18,3672.868353,7699.42,571.1095517,4047.015314,23.83055267,-76.14,4.22,160.7,1.46
!!! Ran Brake Warning- SAFE !!!,2295643.315,7144.97,-41.52665942,464.8588827,5539.37,3673.335654,7666.77,576.2393586,4042.038449,23.83307708,-76.37,4.23,161.68,1.46
